time mag magerr
-4.373621809485485 1.273020077947149 0.1419072750324436
-3.5605174013762735 -0.5581371989183582 0.37012411251431615
-2.4006218094873475 1.4553381347329308 0.11584653569695172
-0.41062180948938476 1.5332497159867353 0.167431634587166
0.498579036371666 1.393197834787165 0.11801561986407541
0.586378190513642 1.4748082221609888 0.10277742409377305
1.1518213299059425 -0.07870198331574335 0.10468831375702008
1.487579036373063 1.557947938042736 0.12420240573531852
4.160821329904138 0.6683435109738506 0.08670577498363524
5.138821329906932 0.6671223921961171 0.07063038256371929
5.483579036372248 1.4254130189981409 0.3704357732921793
5.611378190507821 1.1418017078687095 0.10417369891380794
6.477579036371026 1.9222075146529023 0.17725692472642537
7.470579036373238 1.695416111414778 0.1396372907909864
8.421354601239727 1.3915057039963623 0.025956616356163188
8.467579036368988 1.9706316755888929 0.09190941560982097
9.633650037831103 1.7853319597815192 0.08260134904118585
9.644579036372306 1.9242594670347715 0.20847154618257338
11.767892818555993 1.8435092324591706 0.1144311701974843
12.413354601238098 1.6368116523267082 0.042078486995828474
15.408354601233441 1.6088197584887816 0.029977876967866343
16.404354601232626 1.7496197853684827 0.08796832340618414
17.40335460123606 1.7489133006594904 0.033977723904049614
19.56465003782796 2.3072189589440404 0.2177946713413867
20.56465003782796 2.182129740109854 0.09730395432877108
21.59865003782761 2.442860750009675 0.08853513816932453
22.094821329905244 1.0964224414348542 0.11532721629035683
22.63265003782726 2.2076822030797554 0.09885423176436542
23.407354601236875 1.6562474156742923 0.03808925074735501
24.625650037829473 2.3511022109026345 0.08123708140750538
25.089821329907863 0.8276116868329869 0.16331355041510762
26.079821329905826 0.8048512539417831 0.14929146265743853
26.809892818557273 1.9010403886544875 0.3294511750671065
27.07882132990926 0.8977357984222828 0.13525711356510006
28.088906951226818 0.7533533094463671 0.22842071649864465
28.3873546012328 1.735201241359265 0.19022128755994422
29.058906951220706 0.6580489129023495 0.09140601943598442
29.072821329908038 1.1198584166590408 0.11319115595712027
29.355354601233557 1.7125287933088524 0.190226446305733
29.612650037830463 2.4551665712472324 0.09229719072137771
30.079906951221346 0.5858281553473372 0.08538194868279286
30.373354601237224 1.761493774855433 0.0402522926810299
32.065821329902974 1.250094831041001 0.1843137167193456
33.05990695122455 1.1262886155559917 0.2604022951619326
33.06782132990338 1.3638584263859037 0.12734865798324024
34.08590695122257 0.9921548791920085 0.2024292650028851
34.54565003782773 2.5081786008474576 0.21836336298579723
35.67765003783279 2.610768462837075 0.21635323016817515
36.07890695122478 0.7654742357930707 0.20247070091846023
36.60765003783308 2.455215810167736 0.09190976501256504
37.09690695122117 0.6683190203219518 0.2344887828825978
37.30635460123449 1.8121372287867106 0.08931911594818068
38.04982132990699 1.265104190493338 0.17429051216952615
38.094906951220764 0.7382584037346753 0.2775046895020292
38.60665003782924 2.1975856291874076 0.1198919735787112
39.0569069512203 1.0266697982275403 0.2025040584418029
39.480650037832675 2.4038132734430486 0.10095614020166616
40.0569069512203 0.9809173786962647 0.202497047764383
